,Year,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
4636,2009,1586.0,104.68,5.0,1.99,0,0,0,1,1
4637,2016,799.0,53.3,5.0,3.8,0,0,0,1,1
4638,2013,2498.0,112.0,7.0,4.0,1,0,0,0,1
4639,2013,814.0,55.2,5.0,2.95,0,0,0,1,1
4640,2013,1498.0,98.6,5.0,3.75,1,0,0,0,1
4641,2010,1199.0,73.9,5.0,2.5,1,0,0,0,1
4642,2011,1497.0,118.0,5.0,3.75,0,0,0,1,1
4643,2015,2982.0,168.5,7.0,22.0,1,0,0,0,0
4644,2017,1198.0,86.7,5.0,6.14,0,0,0,1,1
4645,2015,1995.0,143.0,5.0,16.0,1,0,0,0,0
4646,2014,998.0,67.04,5.0,3.75,0,0,0,1,0
4647,2015,2494.0,100.6,8.0,11.75,1,0,0,0,1
4648,2013,2179.0,187.7,5.0,24.0,1,0,0,0,0
4649,2017,1199.0,88.7,5.0,8.9,0,0,0,1,1
4650,2012,1995.0,184.0,5.0,10.0,1,0,0,0,0
4651,2014,1598.0,103.5,5.0,5.55,0,0,0,1,0
4652,2012,1598.0,103.5,5.0,3.59,0,0,0,1,1
4653,2019,1498.0,98.59,5.0,11.13,1,0,0,0,1
4654,2012,2179.0,140.0,7.0,7.2,1,0,0,0,1
4655,2014,1388.0,67.0,5.0,2.98,1,0,0,0,1
4656,2010,1086.0,62.1,5.0,1.7,0,0,0,1,1
4657,2015,2987.0,224.0,7.0,52.0,1,0,0,0,0
4658,2003,796.0,46.3,5.0,0.95,0,0,0,1,1
4659,2016,1497.0,117.3,5.0,9.25,0,0,0,1,1
4660,2014,2199.0,194.3,7.0,16.25,1,0,0,0,0
4661,2015,2143.0,136.0,5.0,20.99,1,0,0,0,0
4662,2005,2494.0,102.0,8.0,4.25,1,0,0,0,1
4663,2008,1995.0,181.0,5.0,7.2,1,0,0,0,0
4664,2011,1197.0,85.8,5.0,4.4,0,0,0,1,1
4665,2011,1598.0,103.6,5.0,4.25,0,0,0,1,1
4666,2012,1373.0,93.7,7.0,5.35,0,0,0,1,1
4667,2016,1197.0,82.0,5.0,6.3,0,0,0,1,0
4668,2017,1582.0,126.2,5.0,12.5,1,0,0,0,1
4669,2008,2967.0,241.38,5.0,7.5,1,0,0,0,0
4670,2016,1997.0,140.0,7.0,11.25,1,0,0,0,1
4671,2016,1499.0,110.4,5.0,7.65,0,0,0,1,0
4672,2016,1120.0,71.0,5.0,4.5,1,0,0,0,1
4673,2014,1498.0,103.2,5.0,7.5,1,0,0,0,0
4674,2004,2987.0,210.0,5.0,7.1,0,0,0,1,0
4675,2010,1197.0,78.9,5.0,2.25,0,0,0,1,1
4676,2015,1968.0,174.33,5.0,27.0,1,0,0,0,0
4677,2012,1396.0,88.76,5.0,4.18,1,0,0,0,1
4678,2013,1396.0,88.7,5.0,6.5,1,0,0,0,1
4679,2010,1497.0,118.0,5.0,3.15,0,0,0,1,1
4680,2016,1248.0,88.5,7.0,7.64,1,0,0,0,1
4681,2011,796.0,46.3,5.0,2.4,0,0,0,1,1
4682,2016,998.0,67.0,5.0,4.25,0,0,0,1,0
4683,2016,1582.0,126.2,5.0,9.31,1,0,0,0,0
4684,2011,796.0,46.3,5.0,2.39,0,0,0,1,1
4685,2018,1598.0,103.5,5.0,7.64,0,0,0,1,1
4686,2016,1197.0,83.1,5.0,6.21,0,0,0,1,1
4687,2012,2179.0,115.0,5.0,16.5,1,0,0,0,0
4688,2011,1997.0,153.86,5.0,8.22,0,0,0,1,0
4689,2017,2755.0,174.5,7.0,28.85,1,0,0,0,1
4690,2015,1497.0,116.3,5.0,8.5,0,0,0,1,0
4691,2014,5461.0,421.0,2.0,90.0,0,0,0,1,0
4692,2015,1497.0,117.3,5.0,6.51,0,0,0,1,1
4693,2013,1248.0,74.0,5.0,4.65,1,0,0,0,1
4694,2013,1794.0,138.1,5.0,8.4,0,0,0,1,0
4695,2014,1364.0,67.06,5.0,5.75,1,0,0,0,1
4696,2006,998.0,67.1,5.0,1.11,0,0,0,1,1
4698,2014,1991.0,184.0,5.0,17.25,0,0,0,1,0
4699,2012,2179.0,187.7,5.0,32.0,1,0,0,0,0
4700,2011,1197.0,80.0,5.0,3.45,0,0,0,1,1
4701,2014,2179.0,147.51,5.0,23.0,1,0,0,0,0
4702,2018,1197.0,81.86,5.0,7.32,0,0,0,1,1
4703,2014,1198.0,86.7,5.0,4.4,0,0,0,1,1
4704,2015,2987.0,165.0,5.0,47.35,1,0,0,0,0
4705,2016,796.0,47.3,5.0,4.12,0,0,0,1,1
4706,2016,2755.0,171.5,7.0,19.5,1,0,0,0,0
4707,2016,1197.0,82.0,5.0,6.2,0,0,0,1,0
4708,2016,2993.0,258.0,5.0,45.0,1,0,0,0,0
4710,2010,1197.0,80.0,5.0,2.8,0,0,0,1,1
4711,2015,1197.0,82.0,5.0,4.8,0,0,0,1,0
4713,2014,1498.0,89.75,5.0,5.65,1,0,0,0,1
4715,2015,1248.0,74.0,5.0,5.9,1,0,0,0,1
4716,2015,1364.0,67.04,5.0,5.0,1,0,0,0,1
4717,2015,1197.0,82.0,5.0,4.9,0,0,0,1,1
4718,2009,1799.0,130.0,5.0,4.25,0,0,0,1,1
4719,2014,2494.0,100.6,8.0,10.9,1,0,0,0,1
4720,2012,1495.0,94.0,5.0,2.45,0,0,0,1,1
4721,2013,796.0,47.3,5.0,2.5,0,0,0,1,1
4722,2010,5461.0,387.3,2.0,29.5,0,0,0,1,0
4723,2013,1498.0,89.84,5.0,5.75,1,0,0,0,1
4724,2018,1197.0,81.86,5.0,5.0,0,0,0,1,1
4725,2014,1598.0,103.6,5.0,4.62,0,0,0,1,0
4726,2016,1968.0,174.33,5.0,23.5,1,0,0,0,0
4727,2013,2179.0,140.0,7.0,7.25,1,0,0,0,1
4728,2019,1591.0,121.3,5.0,11.88,0,0,0,1,1
4729,2009,1599.0,103.2,5.0,2.25,0,0,0,1,1
4730,2003,1597.0,92.0,5.0,0.85,0,0,0,1,1
4731,2018,1198.0,67.04,5.0,4.0,0,0,0,1,1
4732,2016,1198.0,86.8,5.0,5.1,0,0,0,1,0
4733,2014,2494.0,100.6,7.0,12.5,1,0,0,0,1
4734,2011,1498.0,108.5,5.0,2.9,1,0,0,0,1
4735,2016,2179.0,140.0,7.0,15.96,1,0,0,0,1
4736,2015,1197.0,82.0,5.0,5.45,0,0,0,1,0
4737,2017,2198.0,157.7,7.0,23.86,1,0,0,0,1
4738,2008,995.0,62.0,5.0,1.75,0,0,0,1,1
4739,2017,1248.0,88.5,7.0,9.75,1,0,0,0,1
4740,2013,1498.0,98.6,5.0,4.75,1,0,0,0,1
4741,2014,1497.0,117.3,5.0,6.25,0,0,0,1,1
4742,2014,1998.0,112.0,5.0,22.0,1,0,0,0,0
4743,2016,1794.0,138.1,5.0,14.14,0,0,0,1,0
4745,2014,1798.0,157.75,5.0,11.95,0,0,0,1,0
4746,2011,998.0,67.1,5.0,2.5,0,0,0,1,1
4747,2013,1086.0,68.05,5.0,2.75,0,0,0,1,1
4748,2019,1199.0,84.0,5.0,5.85,0,0,0,1,1
4749,2016,1197.0,83.1,5.0,6.25,0,0,0,1,1
4750,2014,1598.0,103.2,5.0,4.95,0,0,0,1,1
4751,2017,1197.0,81.86,5.0,4.75,0,0,0,1,1
4752,2013,1399.0,68.05,5.0,2.55,1,0,0,0,1
4753,2011,1799.0,130.3,5.0,4.5,0,0,0,1,0
4754,2015,796.0,47.3,5.0,3.01,0,0,0,1,1
4755,2016,1999.0,177.0,5.0,42.0,1,0,0,0,0
4756,2010,2698.0,179.5,5.0,11.5,1,0,0,0,0
4757,2006,2987.0,198.5,5.0,10.99,1,0,0,0,0
4758,2009,1497.0,118.0,5.0,3.71,0,0,0,1,0
4759,2006,2354.0,152.0,5.0,2.0,0,0,0,1,0
4760,2018,1248.0,88.5,5.0,9.48,1,0,0,0,1
4761,2004,998.0,67.1,5.0,1.25,0,0,0,1,1
4762,2015,1582.0,126.2,5.0,10.9,1,0,0,0,1
4763,2015,1248.0,88.5,5.0,5.5,1,0,0,0,1
4764,2016,814.0,55.2,5.0,3.71,0,0,0,1,1
4765,2014,1373.0,93.7,7.0,6.25,0,0,0,1,1
4766,2012,1598.0,103.6,5.0,4.9,1,0,0,0,1
4767,2005,1493.0,100.0,5.0,1.1,0,0,0,1,1
4768,2016,1198.0,73.9,5.0,4.72,0,0,0,1,1
4769,2017,796.0,40.3,4.0,3.7,0,0,0,0,1
4770,2016,2143.0,136.0,5.0,24.85,1,0,0,0,0
4771,2013,2199.0,194.3,7.0,12.25,1,0,0,0,1
4772,2014,1248.0,74.0,5.0,3.9,1,0,0,0,1
4773,2017,1197.0,81.86,5.0,6.28,0,0,0,1,1
4774,2011,2498.0,112.0,8.0,2.75,1,0,0,0,1
4775,2017,1197.0,82.0,5.0,7.85,0,0,0,1,1
4776,2011,1598.0,103.6,5.0,2.95,0,0,0,1,1
4777,2008,2354.0,177.6,5.0,4.85,0,0,0,1,0
4778,2011,2925.0,281.61,5.0,30.0,1,0,0,0,0
4779,2016,2143.0,107.3,5.0,19.9,1,0,0,0,0
4780,2016,1582.0,126.2,5.0,10.8,1,0,0,0,1
4781,2007,796.0,46.3,5.0,1.75,0,0,0,1,1
4782,2016,1968.0,143.0,5.0,19.25,1,0,0,0,0
4783,2013,1461.0,83.8,5.0,5.5,1,0,0,0,1
4784,2009,1399.0,68.0,5.0,2.75,1,0,0,0,1
4785,2015,1582.0,126.2,5.0,13.0,1,0,0,0,1
4786,2011,1399.0,68.0,5.0,3.2,1,0,0,0,1
4787,2013,1598.0,103.5,5.0,5.84,0,0,0,1,1
4788,2015,1969.0,150.0,5.0,24.0,1,0,0,0,0
4789,2012,1582.0,126.32,5.0,6.25,1,0,0,0,0
4790,2009,2993.0,258.0,5.0,36.0,1,0,0,0,0
4791,2003,1998.0,68.0,5.0,3.0,1,0,0,0,1
4792,2010,2982.0,171.0,7.0,11.0,1,0,0,0,1
4793,2015,1248.0,88.5,5.0,6.5,1,0,0,0,1
4794,2018,1248.0,88.5,5.0,9.4,1,0,0,0,1
4795,2018,1995.0,190.0,5.0,37.92,1,0,0,0,0
4796,2013,1598.0,103.6,5.0,5.25,0,0,0,1,0
4797,2011,1197.0,80.0,5.0,4.5,0,0,0,1,1
4798,2009,2993.0,235.0,5.0,18.0,1,0,0,0,0
4799,2015,1197.0,82.0,5.0,5.56,0,0,0,1,1
4800,2013,2143.0,203.0,5.0,22.0,1,0,0,0,0
4801,2011,2179.0,147.51,5.0,22.0,1,0,0,0,0
4802,2011,1197.0,78.9,5.0,2.65,0,0,0,1,1
4803,2013,1582.0,126.32,5.0,5.85,1,0,0,0,1
4804,2012,1968.0,138.1,5.0,6.95,1,0,0,0,1
4805,2012,2179.0,140.0,7.0,6.5,1,0,0,0,1
4806,2004,796.0,35.0,8.0,0.85,0,0,0,1,1
4807,2013,1798.0,177.46,5.0,7.25,0,0,0,1,0
4808,2012,1248.0,74.0,5.0,4.5,1,0,0,0,1
4809,2010,2179.0,120.0,8.0,4.25,1,0,0,0,1
4810,2016,1991.0,183.0,5.0,26.0,0,0,0,1,0
4811,2017,2498.0,105.0,6.0,9.66,1,0,0,0,1
4812,2013,1461.0,108.45,5.0,6.85,1,0,0,0,1
4813,2013,1968.0,167.6,5.0,23.68,1,0,0,0,0
4814,2013,2179.0,147.51,5.0,15.75,1,0,0,0,0
4815,2012,1598.0,103.6,5.0,3.5,1,0,0,0,1
4816,2006,2979.0,306.0,5.0,6.99,0,0,0,1,0
4817,2019,1582.0,126.2,5.0,15.57,1,0,0,0,1
4818,2015,2956.0,83.8,7.0,5.29,1,0,0,0,1
4819,2016,799.0,53.64,5.0,2.25,0,0,0,1,1
4820,2009,2993.0,245.0,5.0,20.0,1,0,0,0,0
4821,2011,4395.0,450.0,4.0,47.5,0,0,0,1,0
4822,2002,1061.0,47.0,5.0,1.22,0,0,0,1,1
4823,2012,1198.0,73.9,5.0,3.65,0,0,0,1,1
4824,2016,1198.0,67.0,7.0,3.1,0,0,0,1,1
4825,2016,1591.0,121.3,5.0,11.5,0,0,0,1,1
4826,2015,998.0,67.1,5.0,3.46,0,0,0,1,1
4827,2013,2199.0,194.3,7.0,8.38,1,0,0,0,1
4828,2014,1598.0,103.6,5.0,4.8,1,0,0,0,1
4829,2014,1498.0,98.6,5.0,4.5,1,0,0,0,1
4831,2014,1248.0,74.0,5.0,3.95,1,0,0,0,1
4832,2012,1598.0,103.5,5.0,3.65,1,0,0,0,1
4833,2005,2987.0,198.5,5.0,10.0,1,0,0,0,0
4834,2011,2179.0,120.0,8.0,4.0,1,0,0,0,1
4835,2012,1461.0,84.8,5.0,4.75,1,0,0,0,1
4836,2009,1298.0,85.8,5.0,3.1,0,0,0,1,1
4837,2017,814.0,55.2,5.0,3.61,0,0,0,1,1
4838,2015,1198.0,86.8,5.0,4.29,0,0,0,1,1
4839,2011,1198.0,75.0,5.0,2.13,0,0,0,1,1
4840,2008,796.0,46.3,5.0,1.1,0,0,0,1,1
4841,2011,1995.0,190.0,5.0,13.95,1,0,0,0,0
4842,2014,1198.0,74.0,5.0,5.35,0,0,0,1,1
4843,2014,998.0,67.04,5.0,3.9,0,0,0,1,1
4844,2014,1197.0,81.8,5.0,2.8,0,0,0,1,1
4845,2016,1248.0,88.5,5.0,8.75,1,0,0,0,1
4846,2013,1968.0,147.51,5.0,19.5,1,0,0,0,0
4847,2013,1198.0,86.8,5.0,2.75,0,0,0,1,1
4848,2013,2179.0,120.0,8.0,8.0,1,0,0,0,0
4849,2014,1498.0,98.6,5.0,5.7,1,0,0,0,1
4850,2012,1995.0,184.0,5.0,12.5,1,0,0,0,0
4851,2011,995.0,62.0,5.0,1.75,0,0,0,1,1
4852,2010,1399.0,68.0,5.0,1.9,1,0,0,0,1
4853,2015,1197.0,81.8,5.0,4.5,0,0,0,1,1
4854,2015,2143.0,170.0,5.0,30.3,1,0,0,0,0
4855,2014,1968.0,141.0,5.0,16.0,1,0,0,0,0
4856,2017,1995.0,190.0,5.0,32.78,1,0,0,0,0
4857,2015,814.0,55.2,5.0,2.5,0,0,0,1,1
4858,2017,1968.0,187.74,5.0,43.0,1,0,0,0,0
4859,2017,1196.0,86.8,5.0,5.38,0,0,0,1,1
4860,2013,998.0,67.1,5.0,2.65,0,0,0,1,1
4861,2017,796.0,47.3,5.0,3.3,0,0,0,1,1
4862,2015,2143.0,167.62,5.0,34.0,1,0,0,0,0
4863,2001,1086.0,68.0,5.0,0.7,0,0,0,1,1
4864,2017,1120.0,71.0,5.0,6.83,1,0,0,0,1
4865,2016,1498.0,98.6,5.0,5.77,1,0,0,0,1
4866,2008,1248.0,75.0,5.0,3.1,1,0,0,0,1
4867,2017,1199.0,74.0,5.0,4.95,0,0,0,1,1
4868,2013,1968.0,174.33,5.0,16.25,1,0,0,0,0
4869,2012,4367.0,308.0,7.0,52.54,1,0,0,0,0
4870,2011,2179.0,140.0,7.0,6.4,1,0,0,0,1
4871,2011,2499.0,141.0,7.0,6.95,1,0,0,0,1
4872,2008,1396.0,53.5,5.0,0.85,1,0,0,0,1
4873,2016,1197.0,83.1,5.0,6.95,0,0,0,1,1
4874,2017,1120.0,71.0,5.0,3.45,1,0,0,0,1
4875,2008,1799.0,130.0,5.0,2.75,0,0,0,1,1
4876,2015,1197.0,81.83,5.0,4.95,0,0,0,1,1
4877,2018,1198.0,108.5,5.0,9.62,0,0,0,1,1
4878,2016,1197.0,81.83,5.0,6.79,0,0,0,1,1
4879,2014,1197.0,85.8,5.0,4.5,0,0,0,1,1
4880,2014,998.0,67.04,5.0,3.01,0,0,0,1,1
4881,2012,1396.0,88.76,5.0,4.4,1,0,0,0,1
4882,2012,2982.0,168.5,7.0,17.49,1,0,0,0,0
4883,2014,1197.0,78.9,5.0,4.66,0,0,0,1,1
4884,2015,1197.0,82.0,5.0,5.5,0,0,0,1,1
4885,2016,1197.0,81.83,5.0,6.0,0,0,0,1,1
4887,2018,1248.0,88.5,5.0,10.19,1,0,0,0,1
4888,2016,1498.0,98.6,5.0,5.25,1,0,0,0,1
4889,2014,2143.0,203.2,5.0,45.0,1,0,0,0,0
4890,2010,1396.0,90.0,5.0,2.7,1,0,0,0,1
4891,2013,1086.0,68.05,5.0,3.39,0,0,0,1,1
4892,2014,1248.0,74.0,5.0,5.69,1,0,0,0,1
4893,2018,2979.0,306.0,2.0,58.54,0,0,0,1,0
4894,2017,1248.0,74.0,5.0,8.4,1,0,0,0,1
4895,2012,936.0,57.6,5.0,2.5,1,0,0,0,1
4896,2012,1198.0,86.8,5.0,3.25,0,0,0,1,1
4897,2014,1399.0,68.05,5.0,3.25,1,0,0,0,1
4898,2016,998.0,67.04,5.0,4.25,0,0,0,1,0
4899,2014,2143.0,170.0,5.0,18.5,1,0,0,0,0
4901,2015,1198.0,86.8,5.0,4.25,0,0,0,1,1
4902,2018,1197.0,83.1,5.0,8.85,0,0,0,1,0
4903,2014,814.0,55.2,5.0,4.14,0,0,0,1,1
4904,2011,1798.0,73.0,5.0,12.75,0,1,0,0,0
4905,2015,1396.0,90.0,5.0,7.0,1,0,0,0,1
4906,2018,3198.0,197.0,7.0,33.0,1,0,0,0,0
4907,2017,1497.0,117.3,5.0,10.0,0,0,0,1,1
4908,2012,1248.0,88.8,5.0,3.53,1,0,0,0,1
4909,2007,1598.0,102.5,5.0,1.35,0,0,0,1,1
4910,2013,1598.0,103.6,5.0,4.5,1,0,0,0,1
4911,2012,1497.0,116.3,5.0,4.9,0,0,0,1,1
4912,2016,1582.0,126.2,5.0,12.26,1,0,0,0,1
4913,2014,1120.0,71.0,5.0,3.99,1,0,0,0,1
4914,2017,2143.0,170.0,5.0,46.95,1,0,0,0,0
4915,2015,1399.0,68.0,5.0,3.8,1,0,0,0,1
4916,2013,1896.0,105.0,5.0,6.75,1,0,0,0,1
4917,2017,1493.0,100.0,7.0,8.75,1,0,0,0,1
4918,2013,1499.0,110.0,5.0,5.2,0,0,0,1,1
4919,2017,1591.0,121.3,5.0,8.42,0,0,0,1,1
4920,2014,998.0,58.16,5.0,3.0,0,0,0,0,1
4921,2016,1197.0,81.83,5.0,5.75,0,0,0,1,1
4922,2008,1968.0,140.8,5.0,9.75,1,0,0,0,0
4923,2015,1198.0,67.04,5.0,3.5,0,0,0,1,1
4924,2014,2143.0,203.2,5.0,30.0,1,0,0,0,0
4925,2017,2179.0,147.5,5.0,35.0,1,0,0,0,0
4926,2018,1591.0,121.3,5.0,13.25,0,0,0,1,1
4927,2013,1598.0,103.5,5.0,3.65,1,0,0,0,1
4928,2015,1248.0,74.0,5.0,5.25,1,0,0,0,1
4929,2016,1591.0,121.3,5.0,9.7,0,0,0,1,1
4930,2017,1120.0,70.0,5.0,5.21,1,0,0,0,1
4931,2016,1493.0,100.0,7.0,6.3,1,0,0,0,1
4932,2014,1120.0,70.0,5.0,4.72,1,0,0,0,1
4933,2011,2993.0,245.0,5.0,28.0,1,0,0,0,0
4934,2018,1248.0,73.75,5.0,8.37,1,0,0,0,0
4935,2012,2982.0,168.5,7.0,14.0,1,0,0,0,1
4936,2015,1968.0,174.33,5.0,36.0,1,0,0,0,0
4937,2015,1498.0,98.6,5.0,6.4,1,0,0,0,1
4938,2015,4134.0,335.2,7.0,51.69,1,0,0,0,0
4939,2014,2179.0,120.0,7.0,8.0,1,0,0,0,1
4940,2012,1991.0,147.9,5.0,9.8,1,0,0,0,1
4941,2012,936.0,57.6,5.0,2.7,1,0,0,0,1
4942,2014,1968.0,187.74,5.0,24.37,1,0,0,0,0
4943,2018,1598.0,103.52,5.0,9.72,0,0,0,1,0
4944,2014,1248.0,74.0,5.0,5.0,1,0,0,0,1
4945,2009,2982.0,171.0,7.0,10.5,1,0,0,0,1
4946,2012,1248.0,74.0,5.0,3.9,1,0,0,0,1
4947,2012,1497.0,118.0,5.0,5.65,0,0,0,1,1
4948,2012,2143.0,203.2,5.0,29.95,1,0,0,0,0
4949,2008,1248.0,75.0,5.0,3.0,1,0,0,0,1
4950,2017,1498.0,99.0,5.0,6.0,1,0,0,0,1
4951,2009,1197.0,78.9,5.0,2.11,0,0,0,1,1
4953,2011,796.0,46.3,5.0,1.5,0,0,0,1,1
4955,2006,1197.0,81.8,5.0,2.85,0,0,0,1,1
4956,2017,2143.0,170.0,5.0,33.64,1,0,0,0,0
4957,2011,1396.0,52.8,5.0,0.91,1,0,0,0,1
4958,2014,796.0,47.3,5.0,2.42,0,0,0,1,1
4959,2005,2771.0,193.1,5.0,3.25,0,0,0,1,0
4960,2013,1198.0,73.9,5.0,2.8,0,0,0,1,1
4961,2019,1197.0,81.8,5.0,8.3,0,0,0,1,0
4962,2010,2179.0,120.0,8.0,5.25,1,0,0,0,1
4963,2010,1248.0,75.0,5.0,2.9,1,0,0,0,1
4964,2013,1995.0,184.0,5.0,15.0,1,0,0,0,0
4965,2012,624.0,37.5,4.0,0.53,0,0,0,1,1
4966,2014,2494.0,100.0,8.0,12.5,1,0,0,0,1
4967,2012,1198.0,86.8,5.0,2.75,0,0,0,1,1
4968,2018,1199.0,83.83,5.0,5.0,0,0,0,1,0
4969,2014,2179.0,120.0,8.0,7.09,1,0,0,0,1
4970,2011,1995.0,218.0,5.0,19.99,1,0,0,0,0
4971,2014,1364.0,87.2,5.0,10.75,1,0,0,0,1
4972,2016,1497.0,117.3,5.0,9.45,0,0,0,1,0
4973,2008,1582.0,126.2,5.0,2.9,1,0,0,0,1
4974,2015,1248.0,74.0,5.0,4.7,1,0,0,0,1
4975,2016,1373.0,91.1,5.0,7.11,0,0,0,1,1
4976,2014,1498.0,89.84,5.0,6.25,1,0,0,0,1
4977,2011,998.0,67.1,5.0,2.2,0,0,0,1,1
4978,2019,1199.0,88.76,5.0,8.86,0,0,0,1,0
4979,2015,2179.0,140.0,7.0,9.3,1,0,0,0,1
4980,2017,1493.0,100.0,7.0,7.57,1,0,0,0,1
4981,2017,1199.0,88.7,5.0,7.9,0,0,0,1,1
4982,2018,1298.0,88.2,5.0,5.65,0,0,0,1,1
4983,2013,1198.0,73.9,5.0,3.25,0,0,0,1,1
4984,2019,1582.0,126.2,5.0,16.27,1,0,0,0,1
4985,2011,1199.0,79.4,5.0,3.21,0,0,0,1,1
4986,2013,1498.0,98.6,5.0,3.9,1,0,0,0,1
4987,2008,2496.0,157.7,5.0,6.5,0,0,0,1,0
4988,2016,2993.0,265.0,5.0,48.0,1,0,0,0,0
4989,2016,1968.0,143.0,5.0,18.9,1,0,0,0,0
4990,2015,1248.0,74.0,5.0,3.6,1,0,0,0,1
4991,2015,1248.0,74.0,5.0,5.5,1,0,0,0,1
4992,2011,2494.0,102.0,7.0,7.0,1,0,0,0,1
4993,2016,1995.0,184.0,5.0,41.75,1,0,0,0,0
4994,2007,1995.0,218.0,5.0,10.5,1,0,0,0,0
4995,2014,2179.0,140.0,7.0,10.09,1,0,0,0,1
4996,2009,1497.0,118.0,5.0,3.0,0,0,0,1,1
4997,2014,2200.0,139.01,7.0,12.0,1,0,0,0,1
4998,2015,1498.0,88.0,5.0,4.91,1,0,0,0,1
4999,2010,1198.0,90.0,5.0,2.0,0,0,0,1,1
5000,2015,1364.0,67.06,5.0,5.3,1,0,0,0,1
5001,2014,1461.0,108.5,5.0,7.22,1,0,0,0,1
5002,2017,1995.0,190.0,5.0,32.57,1,0,0,0,0
5003,2010,1197.0,80.0,5.0,2.75,0,0,0,1,1
5004,2018,1196.0,73.0,5.0,4.33,0,0,0,0,1
5005,2011,1399.0,68.0,5.0,3.75,1,0,0,0,1
5006,2014,1497.0,118.0,5.0,5.91,0,0,0,1,0
5007,2013,1248.0,74.0,5.0,4.35,1,0,0,0,1
5008,2014,1120.0,70.0,5.0,3.25,1,0,0,0,1
5009,2017,2967.0,245.0,7.0,68.0,1,0,0,0,0
5010,2016,1198.0,74.0,5.0,5.5,0,0,0,1,1
5011,2018,1497.0,117.3,5.0,12.08,0,0,0,1,0
5012,2018,1248.0,74.0,5.0,7.48,1,0,0,0,1
5013,2016,1120.0,70.0,5.0,5.5,1,0,0,0,1
5014,2011,1248.0,73.9,5.0,3.5,1,0,0,0,1
5016,2013,2179.0,115.0,5.0,15.5,1,0,0,0,0
5017,2013,2982.0,171.0,7.0,19.0,1,0,0,0,1
5018,2017,1498.0,98.6,5.0,8.4,1,0,0,0,1
5019,2016,1248.0,88.5,5.0,7.25,1,0,0,0,1
5020,2014,1248.0,74.0,5.0,4.25,1,0,0,0,1
5021,2015,1498.0,103.52,5.0,5.7,1,0,0,0,0
5022,2013,2179.0,115.0,5.0,26.0,1,0,0,0,0
5023,2013,796.0,47.3,5.0,2.49,0,0,0,1,1
5024,2011,1198.0,73.9,5.0,3.0,0,0,0,1,1
5025,2015,1498.0,98.6,5.0,5.95,1,0,0,0,1
5026,2013,1248.0,74.0,5.0,2.69,1,0,0,0,1
5027,2014,1968.0,174.33,5.0,26.0,1,0,0,0,0
5028,2015,1497.0,117.3,5.0,5.5,0,0,0,1,1
5029,2016,1196.0,86.8,5.0,4.85,0,0,0,1,1
5030,2018,1248.0,88.5,5.0,8.39,1,0,0,0,1
5031,2015,1461.0,108.45,5.0,7.99,1,0,0,0,1
5032,2016,1396.0,88.73,5.0,6.95,1,0,0,0,1
5033,2010,1390.0,75.0,5.0,1.5,0,0,0,1,1
5034,2006,1497.0,78.0,5.0,1.55,0,0,0,1,1
5035,2010,1196.0,70.0,5.0,2.75,0,0,0,1,1
5036,2014,1598.0,102.53,5.0,4.25,0,0,0,1,1
5037,2015,1197.0,78.9,5.0,2.85,0,0,0,1,1
5038,2019,1999.0,148.31,7.0,56.14,1,0,0,0,0
5039,2009,1984.0,208.0,5.0,10.0,0,0,0,1,0
5040,2003,1298.0,83.1,8.0,1.25,0,0,0,1,1
5041,2017,1248.0,74.0,5.0,7.5,1,0,0,0,1
5042,2015,1968.0,174.33,5.0,25.81,1,0,0,0,0
5043,2014,1198.0,74.0,5.0,4.3,0,0,0,1,1
5044,2010,2982.0,171.0,7.0,11.0,1,0,0,0,1
5045,2010,2982.0,171.0,7.0,11.75,1,0,0,0,1
5046,2012,2354.0,177.6,5.0,6.58,0,0,0,1,1
5047,2012,1248.0,74.0,5.0,4.8,1,0,0,0,1
5048,2008,1198.0,70.0,5.0,1.65,0,0,0,1,1
5049,2017,1956.0,170.0,5.0,15.0,1,0,0,0,1
5050,2014,624.0,37.5,4.0,1.0,0,0,0,1,1
5051,2007,1596.0,101.0,5.0,1.65,0,0,0,1,1
5052,2015,793.0,47.0,5.0,3.6,1,0,0,0,1
5053,2011,2982.0,171.0,7.0,11.5,1,0,0,0,1
5054,2015,793.0,47.0,5.0,3.6,1,0,0,0,1
5055,2015,814.0,55.2,5.0,3.05,0,0,0,1,1
5056,2011,1498.0,90.0,5.0,6.0,1,0,0,0,1
5057,2013,1198.0,74.0,5.0,3.75,0,0,0,1,1
5058,2016,1199.0,74.0,5.0,6.17,0,0,0,1,1
5059,2017,1248.0,88.5,5.0,9.05,1,0,0,0,1
5060,2013,1198.0,86.8,5.0,4.05,0,0,0,1,1
5061,2013,1298.0,85.8,5.0,4.25,0,0,0,1,1
5062,2018,998.0,67.04,5.0,3.75,0,0,0,1,1
5063,2016,1591.0,121.3,5.0,11.85,0,0,0,1,0
5064,2016,1498.0,89.84,5.0,8.24,1,0,0,0,1
5066,2008,1997.0,141.1,5.0,6.5,0,0,0,1,1
5067,2019,2179.0,187.7,7.0,58.91,1,0,0,0,0
5068,2014,2179.0,140.0,7.0,8.0,1,0,0,0,1
5069,2015,1198.0,74.0,5.0,4.64,0,0,0,1,1
5070,2010,1197.0,80.0,5.0,3.32,0,0,0,1,0
